countyFIPS,County Name,State,StateFIPS,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31
20199,County 20199,State,20,741,747,747,747,747,747,747,747,780,830,830,833,833,875,875,875,875,875,875,875,875,875,875,913,913,913,952,953,987,987,1030,1052,1052,1052,1052,1080,1130,1130,1137,1137,1159,1159,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1216,1216,1216,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,1230,1246,1246,1247,1247,1247,1247,1270,1270,1319,1358,1358,1398,1398,1398,1398,1399,1399,1399,1399,1399,1399,1399,1441,1441,1441,1466,1466,1466,1466,1475,1524,1524,1524,1524,1524,1524,1531,1531,1531,1531,1531,1565,1613,1638,1638,1638,1638,1662,1697,1697,1697,1697,1710,1710,1710,1749,1769,1769,1812,1812,1812,1812,1828,1834,1834,1834,1834,1834,1834,1834,1879,1879,1879,1879,1879,1879,1879,1879,1888,1935,1935,1935,1944,1949,1949,1976,1978,2009,2009,2009,2029,2029,2029,2030,2030,2030,2030,2030,2030,2030,2037,2037,2037,2060,2060,2060,2087,2118,2118,2126,2126,2126,2126,2126,2126,2126,2172,2172,2172,2212,2237,2283,2283,2283,2283,2283,2315,2361,2393,2442,2442,2465,2465,2506,2506,2546,2571,2571,2593,2632,2632,2663,2663,2663,2702,2702,2702,2702,2702,2702,2702,2738,2738,2783,2783,2783,2783,2783,2783,2797,2797,2797,2797,2826,2839,2839,2843,2858,2858,2858,2901,2901,2927,2927,2927,2927,2927,2927,2927,2927,2927,2927,2938,2938,2938,2956,2956,2956,2956,2956,2956,2956,2999,2999,3024,3024,3024,3051,3056,3102,3119,3119,3162,3162,3162,3162,3162,3162,3162,3176,3176,3176,3176,3176,3212,3212,3212,3216,3218,3218,3218,3218,3218,3218,3218,3218
31047,County 31047,State,31,809,809,809,812,840,840,865,896,935,935,935,935,935,935,935,935,935,935,941,941,985,985,1017,1017,1017,1041,1041,1041,1041,1041,1064,1064,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1118,1118,1157,1157,1157,1157,1190,1190,1190,1190,1190,1190,1234,1281,1281,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1299,1318,1318,1318,1327,1327,1329,1329,1329,1329,1329,1337,1337,1337,1337,1353,1353,1353,1369,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1413,1413,1413,1444,1444,1444,1444,1449,1449,1449,1449,1449,1449,1485,1485,1494,1536,1536,1536,1536,1536,1548,1548,1548,1548,1548,1548,1574,1618,1618,1618,1618,1618,1618,1655,1655,1655,1676,1676,1690,1713,1713,1747,1747,1791,1791,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1794,1825,1825,1826,1854,1854,1899,1899,1899,1899,1913,1942,1958,1958,1984,2007,2007,2007,2007,2007,2007,2015,2015,2015,2015,2015,2015,2027,2027,2027,2027,2027,2050,2050,2050,2050,2050,2050,2053,2053,2053,2053,2071,2071,2071,2099,2118,2118,2118,2118,2149,2149,2149,2149,2190,2190,2235,2235,2235,2247,2247,2250,2250,2284,2285,2285,2327,2327,2327,2361,2361,2361,2361,2370,2370,2398,2398,2398,2435,2450,2450,2450,2450,2450,2450,2451,2488,2504,2504,2546,2555,2555,2555,2555,2555,2569,2569,2597,2597,2612,2622,2622,2639,2647,2647,2647,2656,2656,2693,2693,2732,2774,2774,2774,2774,2774,2814,2814,2814,2814,2814,2814,2863,2863,2897,2897,2897,2897,2930,2930,2930,2960,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2998,2998,3038,3038,3038,3038,3088,3088,3088,3088
20169,County 20169,State,20,576,576,576,576,576,576,612,612,612,612,612,636,655,655,655,655,678,678,678,678,678,678,678,678,678,706,706,706,706,741,741,741,741,741,741,741,743,743,743,743,743,743,743,743,743,743,743,743,743,755,755,755,755,755,755,756,756,756,756,783,783,783,808,808,808,808,816,816,816,816,816,843,879,885,885,885,907,907,921,921,921,921,921,921,948,948,948,948,948,949,949,949,949,949,967,978,978,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,994,1011,1011,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1070,1070,1070,1071,1071,1071,1071,1105,1105,1105,1105,1105,1110,1110,1110,1110,1110,1150,1150,1150,1160,1160,1160,1160,1168,1168,1168,1168,1168,1168,1168,1168,1213,1262,1262,1296,1296,1296,1296,1345,1345,1382,1382,1382,1382,1382,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1394,1394,1394,1409,1409,1451,1451,1451,1451,1451,1451,1477,1477,1477,1477,1477,1477,1477,1477,1484,1484,1484,1484,1501,1506,1506,1511,1511,1545,1545,1545,1545,1563,1611,1627,1627,1627,1627,1656,1676,1676,1676,1676,1678,1678,1678,1680,1680,1688,1728,1750,1750,1750,1750,1750,1750,1750,1750,1759,1759,1759,1759,1759,1759,1759,1759,1759,1759,1768,1808,1808,1841,1841,1890,1890,1890,1909,1909,1909,1909,1909,1946,1978,1978,1978,1978,2003,2003,2012,2012,2012,2040,2040,2075,2075,2075,2075,2075,2075,2075,2118,2118,2163,2163,2163,2163,2163,2163,2194,2216,2216,2216,2216
1019,County 01019,State,1,152,152,165,165,165,165,165,165,206,206,206,206,206,215,223,223,223,223,223,243,277,277,277,296,296,296,296,296,345,345,345,345,392,392,397,397,425,425,440,440,440,440,472,472,472,477,477,477,501,508,508,508,536,536,536,536,557,564,565,565,565,565,565,565,578,578,578,599,599,599,599,599,608,608,608,608,608,638,649,649,649,649,651,687,688,688,698,698,698,714,757,757,802,802,802,846,846,846,846,864,864,864,864,864,864,864,892,892,892,892,892,892,892,892,926,926,926,926,976,993,993,993,993,993,993,993,993,993,1004,1004,1004,1023,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039,1048,1048,1048,1058,1093,1093,1093,1093,1093,1093,1134,1164,1200,1250,1250,1289,1326,1342,1342,1342,1342,1342,1342,1342,1342,1390,1390,1417,1460,1507,1507,1507,1507,1545,1545,1545,1545,1545,1583,1619,1619,1619,1619,1619,1619,1619,1656,1656,1684,1701,1701,1716,1716,1716,1747,1747,1747,1747,1747,1747,1747,1747,1747,1780,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793,1826,1826,1826,1826,1826,1826,1857,1896,1896,1900,1900,1910,1910,1910,1910,1910,1934,1934,1934,1934,1934,1934,1934,1934,1934,1971,1971,1971,1986,1989,1989,2035,2035,2055,2055,2055,2055,2078,2125,2125,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2194,2194,2201,2243,2243,2243,2258,2258,2258,2258,2258,2258,2258,2258,2290,2290,2312,2352,2352,2352,2352,2352,2352,2352,2381,2381,2381,2381,2381,2381,2416,2416,2418,2451,2465,2469,2477,2477
39127,County 39127,State,39,677,677,677,677,677,713,713,713,713,713,713,713,713,747,747,747,747,772,772,781,781,781,781,781,781,781,781,781,781,818,818,818,818,859,859,896,896,896,896,896,916,926,926,926,926,972,972,1011,1037,1037,1037,1037,1037,1074,1124,1124,1124,1124,1124,1141,1141,1168,1168,1168,1168,1168,1168,1170,1170,1212,1212,1249,1250,1250,1250,1296,1296,1327,1327,1327,1327,1376,1376,1376,1376,1425,1425,1435,1435,1465,1465,1465,1508,1508,1556,1556,1556,1556,1556,1556,1556,1556,1556,1599,1599,1599,1599,1636,1655,1655,1655,1655,1655,1655,1655,1667,1667,1667,1710,1710,1710,1710,1710,1733,1733,1733,1733,1733,1733,1733,1733,1733,1740,1740,1740,1740,1776,1776,1776,1796,1840,1869,1869,1869,1869,1869,1873,1873,1873,1873,1873,1892,1942,1942,1942,1944,1986,1986,1986,1986,2036,2055,2055,2073,2073,2073,2100,2100,2100,2100,2100,2105,2105,2105,2152,2152,2152,2152,2152,2152,2157,2166,2173,2193,2193,2198,2198,2198,2198,2205,2214,2229,2229,2229,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241,2262,2264,2287,2287,2287,2301,2301,2301,2301,2301,2301,2338,2338,2338,2338,2338,2338,2338,2338,2338,2361,2361,2370,2405,2405,2405,2405,2412,2412,2412,2412,2412,2412,2413,2421,2421,2421,2421,2421,2425,2425,2425,2425,2425,2425,2425,2427,2427,2427,2427,2427,2427,2427,2474,2499,2499,2499,2501,2501,2546,2547,2547,2554,2591,2591,2591,2591,2591,2591,2591,2591,2591,2601,2601,2601,2601,2601,2601,2601,2601,2616,2616,2616,2616,2616,2616,2616,2616,2619,2619,2619,2650,2650,2650,2650,2650,2650,2650
13003,County 13003,State,13,201,201,201,242,242,244,244,244,259,259,259,281,300,300,300,300,328,328,328,328,328,347,347,347,347,347,347,347,347,347,347,394,394,394,394,394,394,441,478,478,478,478,478,478,478,478,478,478,478,493,493,493,540,547,564,564,564,564,589,589,615,643,643,661,661,661,661,698,698,738,738,738,738,738,738,752,791,791,791,791,821,833,873,873,873,873,873,873,873,877,877,889,889,889,913,954,954,966,966,1000,1000,1000,1045,1045,1045,1045,1045,1045,1092,1092,1106,1106,1106,1106,1121,1127,1127,1127,1127,1141,1141,1141,1167,1167,1167,1211,1216,1264,1264,1264,1264,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1283,1295,1295,1333,1333,1380,1380,1380,1406,1406,1438,1473,1512,1512,1512,1512,1512,1556,1562,1562,1562,1565,1565,1565,1579,1579,1579,1579,1579,1621,1621,1621,1622,1622,1663,1663,1705,1705,1705,1705,1731,1731,1731,1738,1776,1798,1798,1798,1798,1798,1823,1823,1849,1849,1849,1849,1849,1890,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1938,1938,1938,1971,1971,1997,1997,1997,2001,2042,2068,2068,2117,2117,2117,2117,2117,2117,2117,2117,2117,2125,2125,2125,2125,2154,2202,2202,2202,2202,2202,2220,2220,2220,2220,2220,2227,2237,2237,2241,2241,2273,2273,2273,2273,2273,2278,2328,2328,2341,2341,2364,2414,2414,2414,2414,2414,2445,2454,2454,2477,2477,2477,2517,2517,2517,2517,2539,2539,2539,2539,2542,2556,2556,2556,2575,2575,2608,2608,2608,2608,2608,2608,2625,2651,2651,2701,2735,2764,2764,2764,2764,2764,2766
39111,County 39111,State,39,672,718,718,718,718,733,733,733,733,733,733,733,733,733,740,743,743,785,785,785,785,785,785,827,827,827,827,827,827,875,875,875,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,893,932,932,932,932,932,932,932,951,951,992,992,999,1016,1016,1064,1064,1064,1064,1064,1064,1097,1134,1136,1136,1136,1136,1136,1136,1136,1136,1179,1179,1179,1179,1179,1179,1225,1244,1282,1282,1325,1325,1325,1325,1325,1325,1325,1325,1343,1360,1360,1360,1387,1387,1391,1391,1391,1391,1391,1391,1391,1399,1399,1399,1399,1423,1423,1423,1423,1423,1423,1423,1445,1445,1454,1454,1498,1498,1498,1522,1522,1522,1522,1561,1561,1561,1561,1564,1564,1564,1564,1577,1601,1641,1641,1673,1673,1673,1673,1673,1677,1677,1707,1707,1755,1797,1797,1797,1797,1797,1797,1797,1797,1797,1805,1805,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1812,1837,1837,1837,1837,1837,1837,1848,1859,1859,1859,1909,1947,1947,1947,1947,1947,1951,1999,1999,2039,2039,2039,2044,2044,2044,2044,2044,2044,2044,2044,2069,2069,2113,2113,2140,2140,2169,2194,2194,2209,2209,2216,2216,2216,2216,2235,2245,2245,2282,2282,2282,2307,2307,2307,2307,2307,2307,2307,2307,2307,2324,2350,2353,2402,2412,2412,2431,2440,2440,2478,2478,2525,2525,2525,2539,2539,2539,2539,2539,2539,2539,2575,2595,2633,2673,2718,2729,2747,2747,2747,2792,2792,2792,2792,2792,2792,2825,2825,2825,2825,2825,2875,2875,2875,2875,2907,2907,2907,2907,2933,2933,2965,2965,2965,2965,2992,2992,2992,2992,2992,2992,2992,3029,3031,3031,3031,3031,3031,3033
8033,County 08033,State,8,652,699,711,711,727,727,727,727,767,767,768,768,768,768,779,779,779,808,808,808,808,845,849,849,899,939,939,954,954,973,1020,1020,1020,1020,1020,1023,1023,1072,1072,1085,1085,1085,1085,1085,1120,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1132,1144,1162,1162,1162,1179,1179,1203,1246,1280,1280,1280,1280,1303,1303,1303,1303,1303,1313,1313,1327,1327,1353,1394,1394,1394,1394,1394,1394,1394,1394,1394,1439,1474,1474,1481,1481,1481,1508,1508,1508,1557,1578,1624,1624,1624,1624,1649,1669,1669,1692,1692,1692,1694,1694,1694,1694,1733,1733,1733,1733,1733,1733,1780,1780,1780,1780,1823,1823,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1872,1887,1887,1887,1898,1898,1942,1942,1942,1966,1998,1998,1998,1998,2043,2058,2058,2058,2084,2084,2084,2084,2115,2115,2115,2115,2115,2115,2115,2115,2115,2164,2164,2164,2164,2164,2178,2178,2181,2181,2181,2182,2199,2199,2199,2199,2217,2217,2217,2243,2243,2243,2243,2243,2243,2260,2260,2260,2273,2273,2291,2331,2331,2331,2331,2360,2360,2360,2360,2360,2360,2360,2360,2364,2364,2365,2365,2365,2365,2384,2384,2410,2410,2436,2436,2436,2436,2436,2436,2451,2496,2496,2496,2496,2496,2496,2539,2539,2548,2548,2548,2589,2589,2637,2637,2637,2637,2637,2637,2637,2639,2639,2639,2670,2670,2670,2694,2694,2703,2703,2703,2703,2717,2753,2753,2753,2753,2775,2775,2775,2823,2823,2823,2854,2854,2854,2854,2854,2892,2892,2892,2892,2892,2892,2892,2892,2892,2892,2907,2907,2907,2907,2909,2909,2909,2924,2924,2939,2939,2957,2957,2985,2985,3033,3033
50015,County 50015,State,50,766,769,769,769,769,769,769,769,819,819,837,848,848,848,853,857,857,898,898,898,898,898,898,898,898,898,898,947,947,947,947,947,988,988,1037,1086,1086,1086,1086,1086,1120,1129,1129,1129,1149,1149,1149,1149,1149,1149,1149,1158,1197,1197,1197,1202,1225,1225,1225,1225,1225,1225,1231,1231,1231,1266,1266,1266,1266,1307,1307,1313,1313,1351,1351,1351,1351,1351,1364,1364,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1369,1369,1369,1369,1369,1369,1400,1400,1400,1400,1400,1400,1422,1422,1422,1451,1451,1451,1451,1451,1451,1451,1451,1480,1480,1497,1497,1518,1518,1551,1551,1551,1551,1551,1551,1551,1551,1563,1563,1563,1582,1606,1606,1652,1652,1652,1652,1652,1663,1676,1676,1676,1676,1686,1707,1707,1707,1713,1713,1744,1780,1810,1810,1810,1810,1810,1810,1810,1810,1817,1817,1817,1817,1851,1871,1871,1871,1886,1886,1927,1927,1927,1965,1965,1965,1965,1965,1965,1965,1965,1977,2004,2004,2004,2004,2029,2055,2093,2093,2093,2093,2093,2140,2140,2140,2140,2161,2161,2176,2176,2177,2212,2236,2256,2256,2256,2256,2295,2295,2295,2334,2334,2334,2334,2334,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2357,2381,2381,2399,2399,2399,2399,2405,2405,2405,2405,2405,2405,2405,2405,2450,2450,2450,2450,2450,2479,2479,2479,2479,2479,2479,2479,2513,2533,2533,2533,2557,2557,2557,2557,2557,2578,2578,2624,2643,2643,2643,2674,2674,2720,2720,2737,2765,2765,2765,2765,2794,2810,2810,2810,2813,2813,2813,2824,2839,2839,2839,2877,2877,2924,2952,2952,2959,2959,2959,2959,2962,2990,2990,2990,2990,2990,3006,3006
4003,County 04003,State,4,612,612,615,615,615,615,661,661,661,661,661,661,661,681,681,681,681,681,681,681,691,691,691,691,691,691,691,691,691,691,691,731,731,731,731,731,731,756,756,756,756,779,779,794,803,803,803,803,803,823,823,823,842,842,844,879,920,920,932,932,953,953,986,986,1018,1018,1018,1033,1060,1060,1060,1098,1121,1137,1137,1137,1137,1137,1153,1175,1175,1205,1239,1239,1239,1278,1303,1303,1346,1361,1373,1373,1373,1373,1373,1373,1373,1373,1373,1397,1397,1397,1397,1397,1397,1397,1441,1441,1441,1441,1446,1446,1490,1490,1510,1510,1510,1510,1510,1510,1510,1510,1522,1522,1550,1593,1593,1593,1593,1593,1593,1593,1593,1593,1639,1672,1672,1676,1710,1735,1735,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1744,1764,1764,1764,1764,1764,1774,1774,1824,1827,1827,1827,1827,1827,1827,1827,1828,1828,1828,1877,1877,1877,1923,1950,1950,1950,1951,1951,1951,1988,1988,1988,1988,1988,1988,1988,1988,2022,2022,2069,2117,2117,2147,2147,2147,2147,2154,2154,2173,2212,2256,2256,2256,2278,2299,2299,2331,2340,2345,2345,2360,2360,2360,2360,2360,2360,2360,2360,2373,2373,2373,2373,2373,2395,2395,2412,2412,2412,2453,2453,2453,2453,2453,2453,2453,2453,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2536,2536,2536,2583,2583,2594,2594,2594,2600,2600,2610,2610,2610,2645,2645,2694,2694,2694,2733,2767,2767,2767,2794,2803,2810,2810,2810,2810,2810,2854,2854,2854,2864,2864,2864,2864,2874,2874,2892,2892,2892,2892,2898,2933,2953,2961,2961,2961,2961,2969,2969,2969
48187,County 48187,State,48,744,744,744,744,744,744,788,788,788,812,812,812,812,831,831,837,838,866,866,866,866,866,866,894,935,935,935,960,986,986,986,993,993,993,993,1001,1001,1001,1001,1014,1014,1014,1014,1040,1040,1040,1040,1040,1040,1040,1041,1041,1041,1046,1076,1084,1084,1084,1084,1084,1112,1112,1151,1151,1151,1175,1175,1175,1175,1175,1175,1175,1175,1222,1222,1222,1222,1222,1222,1251,1264,1264,1268,1277,1277,1277,1277,1321,1321,1328,1328,1328,1328,1328,1354,1354,1354,1394,1394,1399,1399,1411,1411,1411,1433,1433,1433,1455,1455,1455,1455,1455,1455,1466,1488,1488,1490,1490,1490,1516,1539,1539,1539,1539,1539,1539,1539,1583,1583,1583,1583,1583,1605,1641,1641,1641,1641,1641,1683,1683,1683,1703,1703,1703,1743,1743,1743,1743,1743,1743,1748,1748,1753,1753,1801,1801,1808,1808,1808,1808,1808,1808,1808,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1852,1869,1869,1884,1904,1904,1933,1933,1942,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1976,1976,1976,1976,2011,2011,2032,2032,2032,2049,2049,2090,2090,2129,2129,2129,2129,2129,2129,2129,2135,2169,2195,2195,2220,2220,2220,2220,2220,2220,2220,2220,2240,2262,2262,2262,2262,2262,2262,2302,2302,2302,2302,2302,2334,2334,2334,2334,2334,2350,2350,2397,2398,2398,2398,2429,2429,2429,2429,2466,2485,2485,2485,2509,2509,2538,2538,2538,2538,2538,2538,2538,2538,2538,2538,2538,2538,2538,2538,2576,2576,2576,2576,2576,2576,2576,2598,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
42085,County 42085,State,42,834,834,834,834,834,836,836,836,836,836,836,836,838,876,924,947,980,1028,1074,1074,1101,1101,1147,1159,1159,1159,1159,1159,1159,1159,1160,1160,1160,1160,1207,1207,1207,1218,1238,1267,1267,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1348,1348,1348,1370,1370,1370,1376,1376,1419,1465,1471,1507,1507,1507,1507,1515,1528,1528,1528,1575,1575,1575,1575,1575,1585,1622,1622,1622,1622,1622,1622,1622,1632,1670,1670,1670,1670,1675,1675,1675,1675,1693,1693,1693,1693,1693,1693,1730,1730,1730,1772,1772,1772,1772,1772,1807,1807,1807,1807,1816,1816,1816,1816,1816,1816,1816,1816,1849,1866,1866,1866,1866,1893,1933,1933,1933,1933,1933,1933,1969,1986,1986,2005,2012,2012,2012,2012,2012,2012,2012,2033,2033,2033,2045,2045,2045,2079,2113,2113,2133,2133,2133,2133,2152,2152,2152,2152,2169,2169,2169,2169,2169,2169,2213,2213,2213,2248,2292,2292,2310,2310,2310,2310,2310,2329,2354,2391,2391,2391,2391,2391,2391,2431,2442,2472,2472,2472,2472,2509,2509,2539,2551,2551,2551,2551,2551,2551,2551,2551,2600,2627,2651,2651,2651,2651,2651,2682,2682,2682,2682,2682,2682,2682,2682,2682,2682,2711,2711,2711,2711,2711,2736,2752,2799,2807,2807,2841,2841,2850,2850,2868,2913,2913,2913,2924,2924,2924,2924,2924,2924,2924,2924,2924,2937,2937,2937,2937,2955,2976,2976,2976,2976,3006,3030,3030,3030,3030,3032,3032,3032,3032,3032,3057,3057,3057,3057,3057,3057,3076,3076,3122,3122,3122,3122,3122,3122,3122,3143,3143,3143,3143,3164,3164,3176,3176,3176,3176,3176,3176,3191,3191,3191,3191,3191,3191,3191,3191,3218,3218,3218
37015,County 37015,State,37,220,220,254,286,299,299,318,328,373,373,373,407,407,407,407,450,450,450,450,487,491,514,514,514,514,514,514,514,542,557,557,557,557,557,557,594,594,594,642,642,642,642,642,642,642,648,648,652,652,692,692,698,698,698,708,708,708,708,708,708,708,713,713,713,713,714,763,763,808,808,808,808,835,866,866,866,866,866,899,899,924,924,924,924,959,959,959,960,993,993,1037,1037,1037,1051,1051,1051,1051,1051,1087,1098,1098,1098,1098,1098,1098,1117,1117,1117,1117,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1151,1151,1151,1151,1151,1151,1151,1151,1151,1151,1191,1198,1198,1242,1242,1242,1242,1242,1242,1242,1242,1242,1242,1292,1292,1305,1337,1370,1370,1370,1370,1370,1370,1370,1381,1408,1408,1408,1408,1415,1415,1459,1459,1459,1483,1483,1483,1529,1529,1529,1529,1573,1618,1618,1618,1666,1686,1686,1686,1692,1692,1692,1700,1745,1789,1789,1789,1789,1816,1816,1816,1816,1816,1816,1840,1840,1840,1859,1859,1859,1859,1859,1859,1879,1879,1879,1879,1917,1917,1919,1919,1919,1919,1939,1954,1954,1954,1954,1954,1954,1954,1954,1989,2006,2006,2006,2006,2006,2006,2006,2006,2035,2035,2035,2046,2046,2096,2096,2096,2115,2142,2142,2142,2154,2154,2154,2165,2165,2165,2165,2165,2165,2165,2215,2215,2215,2215,2215,2215,2215,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,2264,2283,2307,2307,2307,2307,2307,2307,2307,2347,2347,2378,2378,2378,2378,2381,2381,2381,2381,2396,2396,2396,2396,2396,2396,2396,2396,2396,2424,2424,2424
